Source,Target,source.type,target.type,abs.r,r,p.n,p
(g)Lactobacillus,MEyellow3,genus,trans,0.474509803921569,0.474509803921569,pos,0.00397679979767061
(g)Lactococcus,MEblue1,genus,trans,0.404481792717087,-0.404481792717087,neg,0.0159507065191087
(g)Lactococcus,MEindianred2,genus,trans,0.508683473389356,-0.508683473389356,neg,0.00180660968525107
(g)Lactococcus,MEkhaki1,genus,trans,0.46890756302521,0.46890756302521,pos,0.00449228001321075
(g)Lactococcus,MElightgreen,genus,trans,0.428571428571429,0.428571428571429,pos,0.0102089274011681
(g)Lactococcus,MEmediumorchid1,genus,trans,0.414565826330532,0.414565826330532,pos,0.0132830307145538
(g)Lactococcus,MEoldlace,genus,trans,0.458543417366947,-0.458543417366947,neg,0.00559915605662856
(g)Lactococcus,MEpalegreen3,genus,trans,0.428571428571429,0.428571428571429,pos,0.0102089274011681
(g)Lactococcus,MEsteelblue,genus,trans,0.463305322128852,0.463305322128852,pos,0.00506447040100785
(g)Legionella,MEchocolate2,genus,trans,0.448459383753501,-0.448459383753501,neg,0.00689358655901682
(g)Legionella,MEivory,genus,trans,0.448179271708684,-0.448179271708684,neg,0.0069329231784177
(g)Legionella,MElightpink1,genus,trans,0.407282913165266,-0.407282913165266,neg,0.0151681850266417
(g)Legionella,MElightpink4,genus,trans,0.420728291316527,-0.420728291316527,neg,0.011845929735233
(g)Legionella,MEmediumpurple1,genus,trans,0.503361344537815,-0.503361344537815,neg,0.00205380155132617
(g)Legionella,MEpink1,genus,trans,0.440616246498599,0.440616246498599,pos,0.00807011986132805
