Source,Target,source.type,target.type,abs.r,r,p.n,p
(f)Saprospiraceae,MEmagenta4,genus,trans,0.547368421052632,-0.547368421052632,neg,0.0124901903696035
(f)Saprospiraceae,MEsienna1,genus,trans,0.535338345864662,0.535338345864662,pos,0.0149971296436326
(f)Sphingobacteriaceae,MEaliceblue,genus,trans,0.610526315789474,0.610526315789474,pos,0.00424878265194704
(f)Sphingobacteriaceae,MEantiquewhite4,genus,trans,0.530827067669173,-0.530827067669173,neg,0.0160354443767762
(f)Sphingobacteriaceae,MEbrown4,genus,trans,0.512781954887218,-0.512781954887218,neg,0.0207797266670458
(f)Sphingobacteriaceae,MEchocolate3,genus,trans,0.530827067669173,-0.530827067669173,neg,0.0160354443767762
(f)Sphingobacteriaceae,MEdarkmagenta,genus,trans,0.463157894736842,-0.463157894736842,neg,0.0397249664579358
(f)Sphingobacteriaceae,MEdarkolivegreen,genus,trans,0.475187969924812,-0.475187969924812,neg,0.0342272511450713
(f)Sphingobacteriaceae,MEdarkturquoise,genus,trans,0.524812030075188,0.524812030075188,pos,0.0175087416588738
(f)Sphingobacteriaceae,MEdarkviolet,genus,trans,0.464661654135338,-0.464661654135338,neg,0.0390026194861654
(f)Sphingobacteriaceae,MEhoneydew1,genus,trans,0.451127819548872,-0.451127819548872,neg,0.0458832588000064
(f)Sphingobacteriaceae,MElavenderblush2,genus,trans,0.493233082706767,-0.493233082706767,neg,0.0271142049419442
(f)Sphingobacteriaceae,MElightblue3,genus,trans,0.518796992481203,0.518796992481203,pos,0.0190883943841925
(f)Sphingobacteriaceae,MElightcyan,genus,trans,0.455639097744361,-0.455639097744361,neg,0.043493409805466
(f)Sphingobacteriaceae,MEnavajowhite2,genus,trans,0.493233082706767,-0.493233082706767,neg,0.0271142049419442
(f)Sphingobacteriaceae,MEpaleturquoise,genus,trans,0.536842105263158,-0.536842105263158,neg,0.0146632944255229
(f)Sphingobacteriaceae,MEtomato4,genus,trans,0.475187969924812,0.475187969924812,pos,0.0342272511450713
(f)Sphingomonadaceae,LesionType,genus,CT,0.606976978666884,0.606976978666884,pos,0.0045407060939444
(f)Sphingomonadaceae,MEantiquewhite4,genus,trans,0.44812030075188,-0.44812030075188,neg,0.0475317357506642
(f)Sphingomonadaceae,MEcoral1,genus,trans,0.47218045112782,-0.47218045112782,neg,0.035542393671932
(f)Sphingomonadaceae,MEdodgerblue,genus,trans,0.479699248120301,-0.479699248120301,neg,0.0323260692002141
(f)Sphingomonadaceae,MEgoldenrod2,genus,trans,0.479699248120301,0.479699248120301,pos,0.0323260692002141
(f)Sphingomonadaceae,MEmediumpurple2,genus,trans,0.536842105263158,0.536842105263158,pos,0.0146632944255229
(f)Sphingomonadaceae,MEmistyrose1,genus,trans,0.515789473684211,0.515789473684211,pos,0.0199197634597036
(f)Sphingomonadaceae,MEpaleturquoise3,genus,trans,0.494736842105263,0.494736842105263,pos,0.0265786474054572
(f)Sphingomonadaceae,MEperu,genus,trans,0.542857142857143,-0.542857142857143,neg,0.0133872054280151
(f)Sphingomonadaceae,MEskyblue3,genus,trans,0.454135338345865,-0.454135338345865,neg,0.0442791041628947
(f)Sphingomonadaceae,MEtomato4,genus,trans,0.524812030075188,0.524812030075188,pos,0.0175087416588738
(f)Sphingomonadaceae,Segmented,genus,CT,0.46684008229167,-0.46684008229167,neg,0.0379743008403109
(f)Xanthomonadaceae,MEantiquewhite3,genus,trans,0.463157894736842,0.463157894736842,pos,0.0397249664579358
(f)Xanthomonadaceae,MEblue2,genus,trans,0.487218045112782,0.487218045112782,pos,0.0293419919037082
(f)Xanthomonadaceae,MElightskyblue3,genus,trans,0.461654135338346,-0.461654135338346,neg,0.040457634341481
(f)Xanthomonadaceae,MEskyblue2,genus,trans,0.505263157894737,-0.505263157894737,neg,0.0230592294741742
(f)Xanthomonadaceae,MEtomato4,genus,trans,0.520300751879699,0.520300751879699,pos,0.0186832211431206
(g)Abiotrophia,MEaliceblue,genus,trans,0.610526315789474,0.610526315789474,pos,0.00424878265194704
(g)Abiotrophia,MEantiquewhite4,genus,trans,0.530827067669173,-0.530827067669173,neg,0.0160354443767762
(g)Abiotrophia,MEbrown4,genus,trans,0.512781954887218,-0.512781954887218,neg,0.0207797266670458
(g)Abiotrophia,MEchocolate3,genus,trans,0.530827067669173,-0.530827067669173,neg,0.0160354443767762
(g)Abiotrophia,MEdarkmagenta,genus,trans,0.463157894736842,-0.463157894736842,neg,0.0397249664579358
(g)Abiotrophia,MEdarkolivegreen,genus,trans,0.475187969924812,-0.475187969924812,neg,0.0342272511450713
(g)Abiotrophia,MEdarkturquoise,genus,trans,0.524812030075188,0.524812030075188,pos,0.0175087416588738
(g)Abiotrophia,MEdarkviolet,genus,trans,0.464661654135338,-0.464661654135338,neg,0.0390026194861654
(g)Abiotrophia,MEhoneydew1,genus,trans,0.451127819548872,-0.451127819548872,neg,0.0458832588000064
(g)Abiotrophia,MElavenderblush2,genus,trans,0.493233082706767,-0.493233082706767,neg,0.0271142049419442
(g)Abiotrophia,MElightblue3,genus,trans,0.518796992481203,0.518796992481203,pos,0.0190883943841925
(g)Abiotrophia,MElightcyan,genus,trans,0.455639097744361,-0.455639097744361,neg,0.043493409805466
(g)Abiotrophia,MEnavajowhite2,genus,trans,0.493233082706767,-0.493233082706767,neg,0.0271142049419442
(g)Abiotrophia,MEpaleturquoise,genus,trans,0.536842105263158,-0.536842105263158,neg,0.0146632944255229
(g)Abiotrophia,MEtomato4,genus,trans,0.475187969924812,0.475187969924812,pos,0.0342272511450713
(g)Achromobacter,MEblue2,genus,trans,0.583458646616541,-0.583458646616541,neg,0.00692269088157829
(g)Achromobacter,MEdarkolivegreen4,genus,trans,0.451127819548872,-0.451127819548872,neg,0.0458832588000064
(g)Achromobacter,MEdarkturquoise,genus,trans,0.46015037593985,-0.46015037593985,neg,0.0412007178019545
(g)Achromobacter,MElightblue3,genus,trans,0.545864661654135,-0.545864661654135,neg,0.0127836288762047
(g)Achromobacter,Size_UD,genus,CT,0.589610551702978,-0.589610551702978,neg,0.00621836627889582
(g)Acidithiobacillus,MEturquoise2,genus,trans,0.446616541353383,-0.446616541353383,neg,0.0483728331092669
(g)Acinetobacter,MEantiquewhite2,genus,trans,0.467669172932331,0.467669172932331,pos,0.0375885102041488
(g)Acinetobacter,MEblue1,genus,trans,0.446616541353383,-0.446616541353383,neg,0.0483728331092669
(g)Acinetobacter,MEdarkturquoise,genus,trans,0.457142857142857,0.457142857142857,pos,0.042718510627877
(g)Actinomyces,LesionType,genus,CT,0.498588232476369,0.498588232476369,pos,0.025244970412084
(g)Actinomyces,MEaliceblue,genus,trans,0.541353383458647,0.541353383458647,pos,0.0136974953970477
(g)Actinomyces,MEdarkseagreen3,genus,trans,0.461654135338346,-0.461654135338346,neg,0.040457634341481
(g)Actinomyces,MEmediumpurple1,genus,trans,0.454135338345865,-0.454135338345865,neg,0.0442791041628947
(g)Aerococcus,MEblue1,genus,trans,0.514285714285714,0.514285714285714,pos,0.0203461282869807
(g)Aerococcus,MEburlywood3,genus,trans,0.44812030075188,0.44812030075188,pos,0.0475317357506642
(g)Aerococcus,MEcoral,genus,trans,0.571428571428571,-0.571428571428571,neg,0.00848908569476669
(g)Aerococcus,MEdarkblue,genus,trans,0.464661654135338,0.464661654135338,pos,0.0390026194861654
(g)Aerococcus,MEfirebrick2,genus,trans,0.541353383458647,0.541353383458647,pos,0.0136974953970477
(g)Aerococcus,MEgreen4,genus,trans,0.475187969924812,-0.475187969924812,neg,0.0342272511450713
(g)Aerococcus,MEgrey60,genus,trans,0.457142857142857,-0.457142857142857,neg,0.042718510627877
(g)Aerococcus,MEhoneydew1,genus,trans,0.535338345864662,-0.535338345864662,neg,0.0149971296436326
(g)Aerococcus,MEindianred3,genus,trans,0.452631578947368,0.452631578947368,pos,0.0450756887830484
(g)Aerococcus,MElightgoldenrod4,genus,trans,0.445112781954887,-0.445112781954887,neg,0.0492252966921177
(g)Aerococcus,MElightgreen,genus,trans,0.524812030075188,-0.524812030075188,neg,0.0175087416588738
(g)Aerococcus,MElightskyblue,genus,trans,0.542857142857143,0.542857142857143,pos,0.0133872054280151
(g)Aerococcus,MEred4,genus,trans,0.455639097744361,0.455639097744361,pos,0.043493409805466
(g)Aerococcus,MEsienna3,genus,trans,0.580451127819549,-0.580451127819549,neg,0.00729007322448419
(g)Aerococcus,Size_FR,genus,CT,0.475075860584101,-0.475075860584101,neg,0.0342755834549422
(g)Aerococcus,Size_LR,genus,CT,0.501538238779488,-0.501538238779488,neg,0.024259644407566
(g)Aeromonas,MEbisque4,genus,trans,0.499248120300752,0.499248120300752,pos,0.025021864609018
(g)Aeromonas,MEblue3,genus,trans,0.455639097744361,0.455639097744361,pos,0.043493409805466
(g)Aeromonas,MEbrown,genus,trans,0.446616541353383,0.446616541353383,pos,0.0483728331092669
(g)Aeromonas,MEbrown4,genus,trans,0.658646616541353,-0.658646616541353,neg,0.00158932618329826
(g)Aeromonas,MEchocolate3,genus,trans,0.708270676691729,-0.708270676691729,neg,0.000474615108251693
(g)Aeromonas,MEcoral2,genus,trans,0.475187969924812,0.475187969924812,pos,0.0342272511450713
(g)Aeromonas,MEdarkgoldenrod,genus,trans,0.482706766917293,0.482706766917293,pos,0.0311052168695434
(g)Aeromonas,MEdarkgoldenrod1,genus,trans,0.493233082706767,0.493233082706767,pos,0.0271142049419442
(g)Aeromonas,MEdarkgoldenrod4,genus,trans,0.518796992481203,0.518796992481203,pos,0.0190883943841925
(g)Aeromonas,MEdarkgreen,genus,trans,0.457142857142857,0.457142857142857,pos,0.042718510627877
(g)Aeromonas,MEdarksalmon,genus,trans,0.505263157894737,0.505263157894737,pos,0.0230592294741742
(g)Aeromonas,MEdarkviolet,genus,trans,0.619548872180451,-0.619548872180451,neg,0.00357585294441344
(g)Aeromonas,MEdeeppink,genus,trans,0.464661654135338,-0.464661654135338,neg,0.0390026194861654
(g)Aeromonas,MEdodgerblue1,genus,trans,0.476691729323308,0.476691729323308,pos,0.0335840795109333
(g)Aeromonas,MEfirebrick2,genus,trans,0.487218045112782,0.487218045112782,pos,0.0293419919037082
(g)Aeromonas,MEfirebrick4,genus,trans,0.511278195488722,-0.511278195488722,neg,0.0212206441332248
(g)Aeromonas,MEfloralwhite,genus,trans,0.506766917293233,0.506766917293233,pos,0.0225881723805918
(g)Aeromonas,MEgoldenrod4,genus,trans,0.592481203007519,-0.592481203007519,neg,0.00591046590218419
(g)Aeromonas,MEgreen1,genus,trans,0.499248120300752,0.499248120300752,pos,0.025021864609018
(g)Aeromonas,MEgreen4,genus,trans,0.685714285714286,-0.685714285714286,neg,0.000845615608485295
(g)Aeromonas,MEhoneydew1,genus,trans,0.664661654135338,-0.664661654135338,neg,0.00138879478487591
(g)Aeromonas,MEindianred,genus,trans,0.476691729323308,-0.476691729323308,neg,0.0335840795109333
(g)Aeromonas,MEindianred2,genus,trans,0.506766917293233,0.506766917293233,pos,0.0225881723805918
(g)Aeromonas,MEindianred3,genus,trans,0.454135338345865,0.454135338345865,pos,0.0442791041628947
(g)Aeromonas,MEkhaki1,genus,trans,0.469172932330827,0.469172932330827,pos,0.0368965591814291
(g)Aeromonas,MEkhaki4,genus,trans,0.581954887218045,-0.581954887218045,neg,0.00710443754510044
(g)Aeromonas,MElavenderblush2,genus,trans,0.694736842105263,-0.694736842105263,neg,0.000675271463382603
(g)Aeromonas,MElavenderblush3,genus,trans,0.470676691729323,-0.470676691729323,neg,0.0362145516660009
(g)Aeromonas,MElightcoral,genus,trans,0.578947368421053,-0.578947368421053,neg,0.00747966020966875
(g)Aeromonas,MElightgreen,genus,trans,0.44812030075188,-0.44812030075188,neg,0.0475317357506642
(g)Aeromonas,MElightpink,genus,trans,0.482706766917293,0.482706766917293,pos,0.0311052168695434
(g)Aeromonas,MElightyellow4,genus,trans,0.515789473684211,-0.515789473684211,neg,0.0199197634597036
(g)Aeromonas,MElinen,genus,trans,0.550375939849624,0.550375939849624,pos,0.0119196370019133
(g)Aeromonas,MEmediumorchid,genus,trans,0.541353383458647,-0.541353383458647,neg,0.0136974953970477
(g)Aeromonas,MEmidnightblue,genus,trans,0.494736842105263,-0.494736842105263,neg,0.0265786474054572
(g)Aeromonas,MEmistyrose,genus,trans,0.571428571428571,0.571428571428571,pos,0.00848908569476669
(g)Aeromonas,MEorange1,genus,trans,0.470676691729323,0.470676691729323,pos,0.0362145516660009
(g)Aeromonas,MEpeachpuff3,genus,trans,0.541353383458647,-0.541353383458647,neg,0.0136974953970477
(g)Aeromonas,MEred1,genus,trans,0.481203007518797,0.481203007518797,pos,0.0317110446244624
(g)Aeromonas,MErosybrown3,genus,trans,0.505263157894737,0.505263157894737,pos,0.0230592294741742
(g)Aeromonas,MEseashell3,genus,trans,0.58796992481203,0.58796992481203,pos,0.0064001708761954
(g)Aeromonas,MEskyblue1,genus,trans,0.630075187969925,-0.630075187969925,neg,0.0029049508134043
(g)Aeromonas,MEsteelblue3,genus,trans,0.473684210526316,-0.473684210526316,neg,0.0348799913794966
(g)Aeromonas,MEtan2,genus,trans,0.470676691729323,-0.470676691729323,neg,0.0362145516660009
(g)Aeromonas,MEtomato2,genus,trans,0.508270676691729,0.508270676691729,pos,0.0221247804637924
(g)Aeromonas,MEvioletred1,genus,trans,0.458646616541353,-0.458646616541353,neg,0.0419543116093354
(g)Aeromonas,MEwhitesmoke,genus,trans,0.497744360902256,-0.497744360902256,neg,0.0255325669630838
(g)Albidovulum,MEaliceblue,genus,trans,0.613533834586466,0.613533834586466,pos,0.00401373472990365
(g)Albidovulum,MElightblue3,genus,trans,0.517293233082707,0.517293233082707,pos,0.019500547061355
(g)Albidovulum,MEpaleturquoise,genus,trans,0.475187969924812,-0.475187969924812,neg,0.0342272511450713
(g)Albidovulum,MEskyblue2,genus,trans,0.484210526315789,-0.484210526315789,neg,0.0305084935506666
(g)Alkanindiges,MEbrown4,genus,trans,0.554887218045113,-0.554887218045113,neg,0.0111035042659345
(g)Alkanindiges,MEchocolate,genus,trans,0.46015037593985,0.46015037593985,pos,0.0412007178019545
(g)Alkanindiges,MEpaleturquoise4,genus,trans,0.44812030075188,0.44812030075188,pos,0.0475317357506642
(g)Alkanindiges,MEskyblue1,genus,trans,0.526315789473684,-0.526315789473684,neg,0.0171306519857882
(g)Anoxybacillus,MEgoldenrod4,genus,trans,0.554887218045113,-0.554887218045113,neg,0.0111035042659345
(g)Anoxybacillus,MEgreen4,genus,trans,0.515789473684211,-0.515789473684211,neg,0.0199197634597036
(g)Anoxybacillus,MEindianred2,genus,trans,0.47218045112782,0.47218045112782,pos,0.035542393671932
(g)Anoxybacillus,MEolivedrab3,genus,trans,0.604511278195489,-0.604511278195489,neg,0.0047531008240938
(g)Arcobacter,MEmediumblue,genus,trans,0.455639097744361,-0.455639097744361,neg,0.043493409805466
(g)Arcobacter,MEolivedrab3,genus,trans,0.553383458646617,-0.553383458646617,neg,0.0113703534711723
(g)Arthrobacter,MaxDiameter,genus,CT,0.46954065719073,-0.46954065719073,neg,0.0367288682169028
(g)Arthrobacter,MEcoral,genus,trans,0.655639097744361,-0.655639097744361,neg,0.00169836610495145
(g)Arthrobacter,MEcornsilk2,genus,trans,0.542857142857143,0.542857142857143,pos,0.0133872054280151
(g)Arthrobacter,MEcyan,genus,trans,0.47218045112782,0.47218045112782,pos,0.035542393671932
(g)Arthrobacter,MEdarkseagreen3,genus,trans,0.493233082706767,-0.493233082706767,neg,0.0271142049419442
(g)Arthrobacter,MEdeeppink1,genus,trans,0.747368421052632,-0.747368421052632,neg,0.000152313709661083
(g)Arthrobacter,MEdeeppink2,genus,trans,0.562406015037594,0.562406015037594,pos,0.00984430003305579
(g)Arthrobacter,MEfirebrick2,genus,trans,0.491729323308271,0.491729323308271,pos,0.0276582275130461
(g)Arthrobacter,MEgrey60,genus,trans,0.681203007518797,-0.681203007518797,neg,0.000943572508673731
(g)Arthrobacter,MEhoneydew,genus,trans,0.46015037593985,-0.46015037593985,neg,0.0412007178019545
(g)Arthrobacter,MElightgoldenrod4,genus,trans,0.57593984962406,-0.57593984962406,neg,0.00787094017744506
(g)Arthrobacter,MElightgreen,genus,trans,0.736842105263158,-0.736842105263158,neg,0.000210807753363632
(g)Arthrobacter,MElightpink4,genus,trans,0.449624060150376,-0.449624060150376,neg,0.0467019093880629
(g)Arthrobacter,MEmediumpurple2,genus,trans,0.542857142857143,0.542857142857143,pos,0.0133872054280151
(g)Arthrobacter,MEmistyrose1,genus,trans,0.457142857142857,0.457142857142857,pos,0.042718510627877
(g)Arthrobacter,MEnavajowhite1,genus,trans,0.664661654135338,-0.664661654135338,neg,0.00138879478487591
(g)Arthrobacter,MEpaleturquoise,genus,trans,0.601503759398496,-0.601503759398496,neg,0.00502320258688202
(g)Arthrobacter,MEpaleturquoise1,genus,trans,0.637593984962406,-0.637593984962406,neg,0.00249284480932714
(g)Arthrobacter,MEsalmon,genus,trans,0.493233082706767,-0.493233082706767,neg,0.0271142049419442
(g)Arthrobacter,Segmented,genus,CT,0.505545943598425,-0.505545943598425,neg,0.0229700567917266
(g)Asticcacaulis,LesionType,genus,CT,0.541943730952575,0.541943730952575,pos,0.0135749977300863
(g)Asticcacaulis,MEantiquewhite4,genus,trans,0.485714285714286,-0.485714285714286,neg,0.0299207825255925
(g)Asticcacaulis,MEdarkolivegreen4,genus,trans,0.548872180451128,-0.548872180451128,neg,0.0122022179622914
(g)Asticcacaulis,MEdarkorchid3,genus,trans,0.47218045112782,-0.47218045112782,neg,0.035542393671932
(g)Asticcacaulis,MElightcyan,genus,trans,0.493233082706767,-0.493233082706767,neg,0.0271142049419442
(g)Asticcacaulis,MElightyellow,genus,trans,0.515789473684211,0.515789473684211,pos,0.0199197634597036
(g)Asticcacaulis,MEmagenta1,genus,trans,0.446616541353383,0.446616541353383,pos,0.0483728331092669
(g)Asticcacaulis,MEmagenta4,genus,trans,0.446616541353383,-0.446616541353383,neg,0.0483728331092669
(g)Asticcacaulis,MEmediumorchid4,genus,trans,0.455639097744361,0.455639097744361,pos,0.043493409805466
(g)Asticcacaulis,MEpaleturquoise3,genus,trans,0.455639097744361,0.455639097744361,pos,0.043493409805466
(g)Asticcacaulis,MEslateblue4,genus,trans,0.535338345864662,0.535338345864662,pos,0.0149971296436326
(g)Asticcacaulis,MEviolet,genus,trans,0.491729323308271,-0.491729323308271,neg,0.0276582275130461
(g)Atopostipes,MEantiquewhite4,genus,trans,0.530827067669173,-0.530827067669173,neg,0.0160354443767762
(g)Atopostipes,MEchocolate1,genus,trans,0.446616541353383,-0.446616541353383,neg,0.0483728331092669
(g)Atopostipes,MElemonchiffon4,genus,trans,0.451127819548872,-0.451127819548872,neg,0.0458832588000064
(g)Atopostipes,MEsienna1,genus,trans,0.553383458646617,0.553383458646617,pos,0.0113703534711723
(g)Aurantimonas,Ctvalue,genus,CT,0.464258972659744,-0.464258972659744,neg,0.0391950453724595
(g)Aurantimonas,MEaliceblue,genus,trans,0.53984962406015,0.53984962406015,pos,0.0140135553045835
(g)Aurantimonas,MElightblue4,genus,trans,0.488721804511278,-0.488721804511278,neg,0.0287720300549961
(g)Aurantimonas,MElightpink2,genus,trans,0.461654135338346,0.461654135338346,pos,0.040457634341481
(g)Aurantimonas,MEmagenta4,genus,trans,0.461654135338346,-0.461654135338346,neg,0.040457634341481
(g)Bacillus,MEaquamarine,genus,trans,0.566917293233083,-0.566917293233083,neg,0.00914627004759854
(g)Bacillus,MEblue4,genus,trans,0.506766917293233,0.506766917293233,pos,0.0225881723805918
(g)Bacillus,MEcoral4,genus,trans,0.445112781954887,0.445112781954887,pos,0.0492252966921177
(g)Bacillus,MEdarkolivegreen4,genus,trans,0.496240601503759,-0.496240601503759,neg,0.0260514647072489
(g)Bacillus,MElightblue,genus,trans,0.541353383458647,0.541353383458647,pos,0.0136974953970477
(g)Bacillus,MEmagenta1,genus,trans,0.506766917293233,0.506766917293233,pos,0.0225881723805918
(g)Bacillus,MEpurple,genus,trans,0.467669172932331,-0.467669172932331,neg,0.0375885102041488
(g)Bacillus,MEroyalblue2,genus,trans,0.494736842105263,0.494736842105263,pos,0.0265786474054572
(g)Bacillus,MEskyblue2,genus,trans,0.523308270676692,-0.523308270676692,neg,0.0178934779804182
(g)Bacillus,MEviolet,genus,trans,0.53984962406015,-0.53984962406015,neg,0.0140135553045835
(g)Bacteroides,MEbisque1,genus,trans,0.505263157894737,-0.505263157894737,neg,0.0230592294741742
(g)Bacteroides,MEblue4,genus,trans,0.499248120300752,0.499248120300752,pos,0.025021864609018
(g)Bacteroides,MEburlywood2,genus,trans,0.455639097744361,0.455639097744361,pos,0.043493409805466
(g)Bacteroides,MEcoral4,genus,trans,0.469172932330827,0.469172932330827,pos,0.0368965591814291
(g)Bacteroides,MEdarkturquoise,genus,trans,0.449624060150376,0.449624060150376,pos,0.0467019093880629
(g)Bacteroides,MEdodgerblue4,genus,trans,0.578947368421053,0.578947368421053,pos,0.00747966020966875
(g)Bacteroides,MEgreen3,genus,trans,0.511278195488722,0.511278195488722,pos,0.0212206441332248
(g)Bacteroides,MEkhaki2,genus,trans,0.497744360902256,0.497744360902256,pos,0.0255325669630838
(g)Bacteroides,MElavenderblush2,genus,trans,0.476691729323308,-0.476691729323308,neg,0.0335840795109333
(g)Bacteroides,MElightblue,genus,trans,0.469172932330827,0.469172932330827,pos,0.0368965591814291
(g)Bacteroides,MElightcyan1,genus,trans,0.481203007518797,0.481203007518797,pos,0.0317110446244624
(g)Bacteroides,MElightyellow,genus,trans,0.485714285714286,0.485714285714286,pos,0.0299207825255925
(g)Bacteroides,MEroyalblue2,genus,trans,0.502255639097744,0.502255639097744,pos,0.0240246894652156
(g)Bacteroides,MEskyblue2,genus,trans,0.496240601503759,-0.496240601503759,neg,0.0260514647072489
(g)Bacteroides,MEslateblue1,genus,trans,0.485714285714286,0.485714285714286,pos,0.0299207825255925
(g)Bacteroides,MEslateblue3,genus,trans,0.487218045112782,0.487218045112782,pos,0.0293419919037082
(g)Bacteroides,MEsteelblue3,genus,trans,0.505263157894737,-0.505263157894737,neg,0.0230592294741742
(g)Bdellovibrio,MEbrown4,genus,trans,0.511278195488722,-0.511278195488722,neg,0.0212206441332248
(g)Bdellovibrio,MEchocolate,genus,trans,0.452631578947368,0.452631578947368,pos,0.0450756887830484
(g)Bdellovibrio,MEdeeppink1,genus,trans,0.566917293233083,-0.566917293233083,neg,0.00914627004759854
(g)Bdellovibrio,MEfirebrick2,genus,trans,0.494736842105263,0.494736842105263,pos,0.0265786474054572
(g)Bdellovibrio,MElightgreen,genus,trans,0.530827067669173,-0.530827067669173,neg,0.0160354443767762
(g)Bdellovibrio,MEpalevioletred,genus,trans,0.517293233082707,-0.517293233082707,neg,0.019500547061355
(g)Bdellovibrio,MEskyblue1,genus,trans,0.493233082706767,-0.493233082706767,neg,0.0271142049419442
(g)Bdellovibrio,MEsnow,genus,trans,0.490225563909774,-0.490225563909774,neg,0.028210805618894
(g)Bdellovibrio,Segmented,genus,CT,0.601915639096875,-0.601915639096875,neg,0.00498548127864559
(g)Bergeyella,MEdarkturquoise,genus,trans,0.479699248120301,0.479699248120301,pos,0.0323260692002141
(g)Bergeyella,MEhoneydew1,genus,trans,0.496240601503759,-0.496240601503759,neg,0.0260514647072489
(g)Bergeyella,MElightblue3,genus,trans,0.473684210526316,0.473684210526316,pos,0.0348799913794966
(g)Bergeyella,MEmediumorchid2,genus,trans,0.446616541353383,0.446616541353383,pos,0.0483728331092669
(g)Bergeyella,MEpaleturquoise,genus,trans,0.521804511278195,-0.521804511278195,neg,0.0182849434820976
(g)Bergeyella,MEvioletred1,genus,trans,0.482706766917293,-0.482706766917293,neg,0.0311052168695434
(g)Blastococcus,MEaliceblue,genus,trans,0.621052631578947,0.621052631578947,pos,0.00347281027254116
(g)Blastococcus,MEantiquewhite4,genus,trans,0.469172932330827,-0.469172932330827,neg,0.0368965591814291
(g)Blastococcus,MEblue4,genus,trans,0.509774436090226,0.509774436090226,pos,0.0216689666215354
(g)Blastococcus,MEdarkturquoise,genus,trans,0.554887218045113,0.554887218045113,pos,0.0111035042659345
(g)Blastococcus,MElemonchiffon4,genus,trans,0.449624060150376,-0.449624060150376,neg,0.0467019093880629
(g)Blastococcus,MEpaleturquoise,genus,trans,0.488721804511278,-0.488721804511278,neg,0.0287720300549961
(g)Blastococcus,MEskyblue2,genus,trans,0.500751879699248,-0.500751879699248,neg,0.0245192684094765
(g)Blastococcus,MEtomato4,genus,trans,0.589473684210526,0.589473684210526,pos,0.0062333691030769
(g)Bordetella,InnerMiddleOuterBelt,genus,CT,0.500225513053637,-0.500225513053637,neg,0.0246942775296725
(g)Bordetella,LesionType,genus,CT,0.476910483238266,0.476910483238266,pos,0.0334913081268428
(g)Bordetella,MEaliceblue,genus,trans,0.673684210526316,0.673684210526316,pos,0.00112809673723705
(g)Bordetella,MEantiquewhite4,genus,trans,0.479699248120301,-0.479699248120301,neg,0.0323260692002141
(g)Bordetella,MEdarkorchid3,genus,trans,0.464661654135338,-0.464661654135338,neg,0.0390026194861654
(g)Bordetella,MEdarkseagreen3,genus,trans,0.496240601503759,-0.496240601503759,neg,0.0260514647072489
(g)Bordetella,MEgoldenrod2,genus,trans,0.488721804511278,0.488721804511278,pos,0.0287720300549961
(g)Bordetella,MEmediumorchid4,genus,trans,0.500751879699248,0.500751879699248,pos,0.0245192684094765
(g)Bordetella,MEmediumpurple1,genus,trans,0.502255639097744,-0.502255639097744,neg,0.0240246894652156
(g)Bordetella,MEmediumpurple2,genus,trans,0.446616541353383,0.446616541353383,pos,0.0483728331092669
(g)Bordetella,MEnavajowhite2,genus,trans,0.557894736842105,-0.557894736842105,neg,0.0105850284475469
(g)Bordetella,MEroyalblue1,genus,trans,0.494736842105263,0.494736842105263,pos,0.0265786474054572
(g)Bordetella,MEtomato4,genus,trans,0.494736842105263,0.494736842105263,pos,0.0265786474054572
(g)Brevibacillus,MEaliceblue,genus,trans,0.461654135338346,0.461654135338346,pos,0.040457634341481
(g)Brevibacillus,MEbrown4,genus,trans,0.524812030075188,-0.524812030075188,neg,0.0175087416588738
(g)Brevibacillus,MEfirebrick2,genus,trans,0.470676691729323,0.470676691729323,pos,0.0362145516660009
(g)Brevibacillus,Segmented,genus,CT,0.626403020739923,-0.626403020739923,neg,0.00312594329820732
(g)Brevundimonas,MaxDiameter,genus,CT,0.445678754940054,-0.445678754940054,neg,0.0489031132721071
(g)Campylobacter,MEaliceblue,genus,trans,0.469172932330827,0.469172932330827,pos,0.0368965591814291
(g)Campylobacter,MEantiquewhite4,genus,trans,0.583458646616541,-0.583458646616541,neg,0.00692269088157829
(g)Campylobacter,MEsienna1,genus,trans,0.451127819548872,0.451127819548872,pos,0.0458832588000064
(g)Caulobacter,MEantiquewhite4,genus,trans,0.469172932330827,-0.469172932330827,neg,0.0368965591814291
(g)Caulobacter,MEbrown4,genus,trans,0.475187969924812,0.475187969924812,pos,0.0342272511450713
(g)Caulobacter,MEburlywood,genus,trans,0.529323308270677,-0.529323308270677,neg,0.0163940847312944
(g)Caulobacter,MEchocolate,genus,trans,0.583458646616541,-0.583458646616541,neg,0.00692269088157829
(g)Caulobacter,MEdarkorange2,genus,trans,0.488721804511278,-0.488721804511278,neg,0.0287720300549961
(g)Caulobacter,MElemonchiffon4,genus,trans,0.494736842105263,-0.494736842105263,neg,0.0265786474054572
(g)Caulobacter,MElightskyblue4,genus,trans,0.547368421052632,-0.547368421052632,neg,0.0124901903696035
(g)Caulobacter,MEmediumorchid3,genus,trans,0.613533834586466,-0.613533834586466,neg,0.00401373472990365
(g)Caulobacter,MEorange4,genus,trans,0.535338345864662,-0.535338345864662,neg,0.0149971296436326
