Source,Target,source.type,target.type,abs.r,r,p.n,p
(g)Isobaculum,LesionType,genus,CT,0.551339373201813,-0.551339373201813,neg,0.000154199963206186
(g)Isobaculum,MEcoral4,genus,trans,0.474110687950733,0.474110687950733,pos,0.00151475205631301
(g)Isobaculum,MElightblue1,genus,trans,0.472652135159225,-0.472652135159225,neg,0.00157371944810751
(g)Isobaculum,MElightblue4,genus,trans,0.452880641763228,-0.452880641763228,neg,0.00259872376445029
(g)Isobaculum,MEmagenta1,genus,trans,0.422899278826675,0.422899278826675,pos,0.00526702469670613
(g)Isobaculum,MEmistyrose4,genus,trans,0.493558058504173,-0.493558058504173,neg,0.000895568963815734
(g)Isobaculum,MEslateblue1,genus,trans,0.457742484401588,0.457742484401588,pos,0.0023034614662025
(g)Kocuria,MEantiquewhite,genus,trans,0.440888096588607,-0.440888096588607,neg,0.00347350280414235
(g)Kocuria,MEdarkolivegreen4,genus,trans,0.413013532128677,0.413013532128677,pos,0.00655989114991815
(g)Kocuria,MEdodgerblue,genus,trans,0.415930637711693,0.415930637711693,pos,0.00615255630082724
(g)Kocuria,MEfirebrick,genus,trans,0.463900818410177,0.463900818410177,pos,0.00197212396064529
(g)Kocuria,MElightslateblue,genus,trans,0.404910461064744,-0.404910461064744,neg,0.0078159857505384
(g)Kocuria,MElightsteelblue,genus,trans,0.401183048375334,0.401183048375334,pos,0.00846010825563653
(g)Kocuria,MElimegreen,genus,trans,0.478486346325257,-0.478486346325257,neg,0.00134941736372855
(g)Kocuria,MEmagenta,genus,trans,0.414958269184021,-0.414958269184021,neg,0.00628583039007139
(g)Kocuria,MEmintcream,genus,trans,0.485779110282797,-0.485779110282797,neg,0.00110918833756419
(g)Kocuria,MEorange3,genus,trans,0.405882829592416,-0.405882829592416,neg,0.00765507290729028
(g)Kocuria,MEpalegreen4,genus,trans,0.458876914350539,0.458876914350539,pos,0.00223897643200268
(g)Kocuria,MEplum3,genus,trans,0.432947086945953,0.432947086945953,pos,0.00418570904423058
(g)Kocuria,MEpurple2,genus,trans,0.45871485292926,0.45871485292926,pos,0.00224809008786575
(g)Kocuria,MEskyblue3,genus,trans,0.437160683899198,0.437160683899198,pos,0.00379338046463114
(g)Kocuria,MEslateblue2,genus,trans,0.468114415363423,0.468114415363423,pos,0.00177037857406666
(g)Kocuria,MEtan4,genus,trans,0.433109148367231,-0.433109148367231,neg,0.0041699893447124
(g)Kocuria,MEthistle4,genus,trans,0.438457175269427,-0.438457175269427,neg,0.00367931512967031
(g)Lactobacillus,MEdarkgoldenrod4,genus,trans,0.439105420954542,-0.439105420954542,neg,0.00362341538714193
(g)Lactobacillus,MEdarkolivegreen,genus,trans,0.414958269184021,0.414958269184021,pos,0.00628583039007139
(g)Lactobacillus,MEfirebrick4,genus,trans,0.422088971720282,0.422088971720282,pos,0.00536395069168262
(g)Lactobacillus,MEnavajowhite2,genus,trans,0.452556518920671,0.452556518920671,pos,0.00261954076239567
(g)Lactobacillus,MErosybrown,genus,trans,0.419333927558545,0.419333927558545,pos,0.00570517738696494
(g)Lactobacillus,MErosybrown3,genus,trans,0.416092699132971,-0.416092699132971,neg,0.00613058353029011
(g)Lactococcus,MEdodgerblue3,genus,trans,0.456932177295195,-0.456932177295195,neg,0.00235051813767917
(g)Lactococcus,MEmagenta1,genus,trans,0.417065067660643,0.417065067660643,pos,0.00600016860431741
(g)Lactococcus,MEorange2,genus,trans,0.401993355481728,-0.401993355481728,neg,0.00831632779748291
(g)Lactococcus,MEsienna3,genus,trans,0.420954541771331,0.420954541771331,pos,0.005502247211286
(g)Meiothermus,MEdarkolivegreen1,genus,trans,0.41868568187343,-0.41868568187343,neg,0.00578814866177006
(g)Meiothermus,MEdeeppink2,genus,trans,0.483348188963617,-0.483348188963617,neg,0.00118465996205767
(g)Meiothermus,MEgreenyellow,genus,trans,0.454339194554736,-0.454339194554736,neg,0.00250683625061905
(g)Meiothermus,MEindianred3,genus,trans,0.463738756988899,-0.463738756988899,neg,0.0019802729803706
(g)Meiothermus,MElightpink3,genus,trans,0.418361559030873,-0.418361559030873,neg,0.00583002517959242
(g)Meiothermus,MErosybrown2,genus,trans,0.427436998622478,-0.427436998622478,neg,0.00475186075218086
(g)Meiothermus,MEsalmon1,genus,trans,0.407989628069038,-0.407989628069038,neg,0.00731619612227145
(g)Meiothermus,MEyellow4,genus,trans,0.415444453447857,-0.415444453447857,neg,0.00621888427250921
(g)Methylobacterium,MEchartreuse3,genus,trans,0.474758933635848,-0.474758933635848,neg,0.00148917854571867
(g)Methylobacterium,MEhotpink2,genus,trans,0.424844015882019,0.424844015882019,pos,0.0050405861092577
(g)Methylobacterium,MEindianred,genus,trans,0.426788752937363,-0.426788752937363,neg,0.00482265833865443
(g)Methylobacterium,MEmagenta2,genus,trans,0.422899278826675,-0.422899278826675,neg,0.00526702469670613
(g)Methylobacterium,MEplum1,genus,trans,0.459363098614375,-0.459363098614375,neg,0.00221183046347858
(g)Methylobacterium,MEroyalblue,genus,trans,0.4781622234827,-0.4781622234827,neg,0.00136109091081623
(g)Methylobacterium,MEroyalblue3,genus,trans,0.451584150392999,-0.451584150392999,neg,0.00268287382757589
(g)Micrococcus,MEcoral4,genus,trans,0.430192042784215,0.430192042784215,pos,0.00446096505585664
(g)Micrococcus,MEslateblue3,genus,trans,0.410582610809497,0.410582610809497,pos,0.00691694976770634
(g)Micrococcus,MEsteelblue3,genus,trans,0.416092699132971,-0.416092699132971,neg,0.00613058353029011
(g)Myroides,MEchocolate,genus,trans,0.405072522486022,0.405072522486022,pos,0.00778896631282379
(g)Naxibacter,MEdodgerblue,genus,trans,0.448180860546147,0.448180860546147,pos,0.00291526156996006
(g)Nocardiopsis,MEperu,genus,trans,0.497447532614861,0.497447532614861,pos,0.000803190980977595
(g)Paracoccus,InnerMiddleOuterBelt,genus,CT,0.468644464043222,-0.468644464043222,neg,0.00174633853201933
(g)Pediococcus,MEcornflowerblue,genus,trans,0.459687221456932,-0.459687221456932,neg,0.00219389466510425
(g)Pediococcus,MEgreen4,genus,trans,0.41625476055425,0.41625476055425,pos,0.00610867874735982
(g)Pediococcus,MElavender,genus,trans,0.510250384895876,-0.510250384895876,neg,0.000556130133715309
(g)Pediococcus,MElightsteelblue,genus,trans,0.424033708775626,-0.424033708775626,neg,0.0051338856916694
(g)Pediococcus,MEpalegreen4,genus,trans,0.475245117899684,-0.475245117899684,neg,0.00147025016194434
(g)Pediococcus,MEpaleturquoise3,genus,trans,0.401831294060449,0.401831294060449,pos,0.0083449145090752
(g)Pediococcus,MEpurple2,genus,trans,0.434243578316182,-0.434243578316182,neg,0.00406138626641135
(g)Pediococcus,MEroyalblue1,genus,trans,0.402479539745564,0.402479539745564,pos,0.00823107256999511
(g)Pediococcus,MEslateblue4,genus,trans,0.424844015882019,0.424844015882019,pos,0.0050405861092577
(g)Pediococcus,MEsnow,genus,trans,0.445749939226967,0.445749939226967,pos,0.00309189219456107
(g)Pediococcus,MEsteelblue4,genus,trans,0.426626691516085,-0.426626691516085,neg,0.00484050047154128
(g)Prevotella,MEpink2,genus,trans,0.415930637711693,-0.415930637711693,neg,0.00615255630082724
(g)Prevotella,MEskyblue2,genus,trans,0.414958269184021,0.414958269184021,pos,0.00628583039007139
(g)Pseudomonas,MEantiquewhite,genus,trans,0.460821651405883,0.460821651405883,pos,0.00213212459111512
(g)Pseudomonas,MEblueviolet,genus,trans,0.450935904707884,0.450935904707884,pos,0.00272583967616612
(g)Pseudomonas,MEdodgerblue4,genus,trans,0.401993355481728,0.401993355481728,pos,0.00831632779748291
